scenario_id,group,true_detection,true_pipe,true_position,pred_detection,pred_pipe,pred_position,det_prob_leak,det_correct,pipe_correct
scenario_00352,pipe-2,1,2,0.8,1,2.0,0.8031,1.0,True,True
scenario_00353,pipe-2,1,2,0.8,1,2.0,0.7589,1.0,True,True
scenario_00354,pipe-2,1,2,0.8,1,2.0,0.6863,1.0,True,True
scenario_00355,pipe-2,1,2,0.8,1,2.0,0.805,1.0,True,True
scenario_00356,pipe-2,1,2,0.8,1,2.0,0.6048,1.0,True,True
scenario_00357,pipe-2,1,2,0.8,1,2.0,0.8204,1.0,True,True
scenario_00359,pipe-2,1,2,0.8,1,2.0,0.8746,1.0,True,True
scenario_00358,pipe-2,1,2,0.8,1,2.0,0.6142,1.0,True,True
scenario_00360,pipe-2,1,2,0.8,1,2.0,0.785,1.0,True,True
scenario_00361,pipe-2,1,2,0.8,1,2.0,0.5876,1.0,True,True
scenario_00362,pipe-2,1,2,0.8,1,2.0,0.7581,1.0,True,True
scenario_00364,pipe-2,1,2,0.8,1,2.0,0.791,1.0,True,True
scenario_00363,pipe-2,1,2,0.8,1,2.0,0.9101,1.0,True,True
scenario_00365,pipe-2,1,2,0.8,1,2.0,0.908,1.0,True,True
scenario_00366,pipe-2,1,2,0.8,1,2.0,0.8266,1.0,True,True
scenario_00367,pipe-2,1,2,0.8,1,2.0,0.9127,1.0,True,True
scenario_00368,pipe-2,1,2,0.8,1,2.0,0.8312,1.0,True,True
scenario_00369,pipe-2,1,2,0.8,1,2.0,0.9076,1.0,True,True
scenario_00370,pipe-2,1,2,0.8,1,2.0,0.6223,1.0,True,True
scenario_00371,pipe-2,1,2,0.8,1,2.0,0.9084,1.0,True,True
scenario_00372,pipe-2,1,2,0.8,1,2.0,0.7578,1.0,True,True
scenario_00373,pipe-2,1,2,0.8,1,2.0,0.8344,1.0,True,True
scenario_00374,pipe-2,1,2,0.8,1,2.0,0.7905,1.0,True,True
scenario_00375,pipe-2,1,2,0.8,1,2.0,0.6818,1.0,True,True
scenario_00376,pipe-2,1,2,0.8,1,2.0,0.7863,1.0,True,True
scenario_00378,pipe-2,1,2,0.8,1,2.0,0.8037,1.0,True,True
scenario_00377,pipe-2,1,2,0.8,1,2.0,0.8444,1.0,True,True
scenario_00379,pipe-2,1,2,0.8,1,2.0,0.8451,1.0,True,True
scenario_00380,pipe-2,1,2,0.8,1,2.0,0.8389,1.0,True,True
scenario_00381,pipe-2,1,2,0.8,1,2.0,0.8419,1.0,True,True
scenario_00382,pipe-2,1,2,0.8,1,2.0,0.8289,1.0,True,True
scenario_00383,pipe-2,1,2,0.8,1,2.0,0.8447,1.0,True,True
scenario_00384,pipe-2,1,2,0.8,1,2.0,0.6664,1.0,True,True
scenario_00385,pipe-2,1,2,0.8,1,2.0,0.8447,1.0,True,True
scenario_00386,pipe-2,1,2,0.8,1,2.0,0.7933,1.0,True,True
scenario_00387,pipe-3,1,3,0.2,1,4.0,0.5857,0.9998,True,False
scenario_00388,pipe-3,1,3,0.2,1,5.0,0.7531,1.0,True,False
scenario_00389,pipe-3,1,3,0.2,1,5.0,0.6439,1.0,True,False
scenario_00390,pipe-3,1,3,0.2,1,5.0,0.5485,1.0,True,False
scenario_00391,pipe-3,1,3,0.2,1,4.0,0.6357,0.9997,True,False
scenario_00392,pipe-3,1,3,0.2,1,4.0,0.5857,1.0,True,False
scenario_00393,pipe-3,1,3,0.2,1,4.0,0.6412,1.0,True,False
scenario_00394,pipe-3,1,3,0.2,1,5.0,0.5871,1.0,True,False
scenario_00396,pipe-3,1,3,0.2,1,4.0,0.6322,1.0,True,False
scenario_00395,pipe-3,1,3,0.2,1,4.0,0.6457,0.9999,True,False
scenario_00397,pipe-3,1,3,0.2,1,4.0,0.6451,0.9999,True,False
scenario_00398,pipe-3,1,3,0.2,1,5.0,0.4572,1.0,True,False
scenario_00399,pipe-3,1,3,0.2,1,4.0,0.6378,0.9999,True,False
scenario_00400,pipe-3,1,3,0.2,1,4.0,0.6092,1.0,True,False
scenario_00402,pipe-3,1,3,0.2,1,5.0,0.7713,1.0,True,False
scenario_00401,pipe-3,1,3,0.2,1,5.0,0.6153,1.0,True,False
scenario_00403,pipe-3,1,3,0.2,1,5.0,0.7201,1.0,True,False
scenario_00404,pipe-3,1,3,0.2,1,5.0,0.641,1.0,True,False
scenario_00405,pipe-3,1,3,0.2,1,5.0,0.5629,1.0,True,False
scenario_00406,pipe-3,1,3,0.2,1,5.0,0.6126,1.0,True,False
scenario_00407,pipe-3,1,3,0.2,1,5.0,0.5505,1.0,True,False
scenario_00408,pipe-3,1,3,0.2,1,5.0,0.6664,1.0,True,False
scenario_00409,pipe-3,1,3,0.2,1,5.0,0.5641,1.0,True,False
scenario_00410,pipe-3,1,3,0.2,1,5.0,0.687,1.0,True,False
scenario_00411,pipe-3,1,3,0.2,1,5.0,0.5498,1.0,True,False
scenario_00412,pipe-3,1,3,0.2,1,5.0,0.5334,1.0,True,False
scenario_00413,pipe-3,1,3,0.2,1,5.0,0.5673,1.0,True,False
scenario_00414,pipe-3,1,3,0.2,1,5.0,0.6356,1.0,True,False
scenario_00415,pipe-3,1,3,0.2,1,5.0,0.7374,1.0,True,False
scenario_00416,pipe-3,1,3,0.2,1,5.0,0.766,1.0,True,False
scenario_00417,pipe-3,1,3,0.2,1,5.0,0.7121,1.0,True,False
scenario_00418,pipe-3,1,3,0.2,1,5.0,0.7725,1.0,True,False
scenario_00419,pipe-3,1,3,0.2,1,5.0,0.7346,1.0,True,False
scenario_00420,pipe-3,1,3,0.2,1,5.0,0.7241,1.0,True,False
scenario_00421,pipe-3,1,3,0.2,1,5.0,0.7308,1.0,True,False
scenario_00422,pipe-3,1,3,0.2,1,5.0,0.8143,1.0,True,False
scenario_00423,pipe-3,1,3,0.2,1,5.0,0.7193,1.0,True,False
scenario_00424,pipe-3,1,3,0.2,1,5.0,0.7832,1.0,True,False
scenario_00425,pipe-3,1,3,0.2,1,5.0,0.7255,1.0,True,False
scenario_00426,pipe-3,1,3,0.2,1,5.0,0.604,1.0,True,False
scenario_00427,pipe-3,1,3,0.2,1,5.0,0.7281,1.0,True,False
scenario_00428,pipe-3,1,3,0.2,1,5.0,0.7194,1.0,True,False
scenario_00429,pipe-3,1,3,0.4,1,4.0,0.5997,0.9998,True,False
scenario_00430,pipe-3,1,3,0.4,1,5.0,0.7468,1.0,True,False
scenario_00431,pipe-3,1,3,0.4,1,5.0,0.6952,1.0,True,False
scenario_00432,pipe-3,1,3,0.4,1,5.0,0.5375,1.0,True,False
scenario_00433,pipe-3,1,3,0.4,1,4.0,0.6523,0.9999,True,False
scenario_00434,pipe-3,1,3,0.4,1,4.0,0.5872,1.0,True,False
scenario_00435,pipe-3,1,3,0.4,1,4.0,0.6405,1.0,True,False
scenario_00436,pipe-3,1,3,0.4,1,5.0,0.5776,1.0,True,False
scenario_00437,pipe-3,1,3,0.4,1,4.0,0.6469,1.0,True,False
scenario_00438,pipe-3,1,3,0.4,1,5.0,0.635,1.0,True,False
scenario_00439,pipe-3,1,3,0.4,1,4.0,0.6439,1.0,True,False
scenario_00440,pipe-3,1,3,0.4,1,5.0,0.4499,1.0,True,False
scenario_00441,pipe-3,1,3,0.4,1,4.0,0.6407,1.0,True,False
scenario_00442,pipe-3,1,3,0.4,1,4.0,0.6011,1.0,True,False
scenario_00443,pipe-3,1,3,0.4,1,5.0,0.5352,1.0,True,False
scenario_00444,pipe-3,1,3,0.4,1,5.0,0.7753,1.0,True,False
scenario_00445,pipe-3,1,3,0.4,1,5.0,0.7397,1.0,True,False
scenario_00446,pipe-3,1,3,0.4,1,5.0,0.6494,1.0,True,False
scenario_00447,pipe-3,1,3,0.4,1,5.0,0.589,1.0,True,False
scenario_00448,pipe-3,1,3,0.4,1,5.0,0.6233,1.0,True,False
scenario_00449,pipe-3,1,3,0.4,1,5.0,0.5786,1.0,True,False
scenario_00450,pipe-3,1,3,0.4,1,5.0,0.6773,1.0,True,False
scenario_00451,pipe-3,1,3,0.4,1,5.0,0.5982,1.0,True,False
scenario_00452,pipe-3,1,3,0.4,1,5.0,0.7412,1.0,True,False
scenario_00453,pipe-3,1,3,0.4,1,5.0,0.5886,1.0,True,False
scenario_00454,pipe-3,1,3,0.4,1,5.0,0.5267,1.0,True,False
scenario_00455,pipe-3,1,3,0.4,1,5.0,0.5843,1.0,True,False
scenario_00456,pipe-3,1,3,0.4,1,5.0,0.6482,1.0,True,False
scenario_00457,pipe-3,1,3,0.4,1,5.0,0.8129,1.0,True,False
scenario_00458,pipe-3,1,3,0.4,1,5.0,0.7229,1.0,True,False
scenario_00459,pipe-3,1,3,0.4,1,5.0,0.6488,1.0,True,False
scenario_00460,pipe-3,1,3,0.4,1,5.0,0.7793,1.0,True,False
scenario_00461,pipe-3,1,3,0.4,1,5.0,0.8293,1.0,True,False
scenario_00462,pipe-3,1,3,0.4,1,5.0,0.7444,1.0,True,False
scenario_00463,pipe-3,1,3,0.4,1,5.0,0.82,1.0,True,False
scenario_00464,pipe-3,1,3,0.4,1,5.0,0.8368,1.0,True,False
scenario_00465,pipe-3,1,3,0.4,1,5.0,0.8058,1.0,True,False
scenario_00466,pipe-3,1,3,0.4,1,5.0,0.831,1.0,True,False
scenario_00467,pipe-3,1,3,0.4,1,5.0,0.8185,1.0,True,False
scenario_00468,pipe-3,1,3,0.4,1,5.0,0.5583,1.0,True,False
scenario_00469,pipe-3,1,3,0.4,1,5.0,0.816,1.0,True,False
scenario_00470,pipe-3,1,3,0.4,1,5.0,0.772,1.0,True,False
scenario_00471,pipe-3,1,3,0.6,1,4.0,0.5469,1.0,True,False
scenario_00472,pipe-3,1,3,0.6,1,5.0,0.7481,1.0,True,False
scenario_00473,pipe-3,1,3,0.6,1,5.0,0.7262,1.0,True,False
scenario_00474,pipe-3,1,3,0.6,1,5.0,0.5355,1.0,True,False
scenario_00475,pipe-3,1,3,0.6,1,4.0,0.6458,1.0,True,False
scenario_00476,pipe-3,1,3,0.6,1,4.0,0.5895,1.0,True,False
scenario_00477,pipe-3,1,3,0.6,1,4.0,0.6236,1.0,True,False
scenario_00478,pipe-3,1,3,0.6,1,5.0,0.566,1.0,True,False
scenario_00480,pipe-3,1,3,0.6,1,5.0,0.6465,1.0,True,False
scenario_00479,pipe-3,1,3,0.6,1,4.0,0.6268,1.0,True,False
scenario_00481,pipe-3,1,3,0.6,1,4.0,0.633,1.0,True,False
scenario_00482,pipe-3,1,3,0.6,1,5.0,0.4541,1.0,True,False
scenario_00483,pipe-3,1,3,0.6,1,4.0,0.6375,1.0,True,False
scenario_00484,pipe-3,1,3,0.6,1,5.0,0.5845,1.0,True,False
scenario_00485,pipe-3,1,3,0.6,1,5.0,0.6285,1.0,True,False
scenario_00486,pipe-3,1,3,0.6,1,5.0,0.7825,1.0,True,False
scenario_00487,pipe-3,1,3,0.6,1,5.0,0.7375,1.0,True,False
scenario_00488,pipe-3,1,3,0.6,1,5.0,0.6735,1.0,True,False
scenario_00489,pipe-3,1,3,0.6,1,5.0,0.7944,1.0,True,False
scenario_00490,pipe-3,1,3,0.6,1,5.0,0.6148,1.0,True,False
scenario_00491,pipe-3,1,3,0.6,1,5.0,0.7827,1.0,True,False
scenario_00492,pipe-3,1,3,0.6,1,5.0,0.7121,1.0,True,False
scenario_00493,pipe-3,1,3,0.6,1,5.0,0.784,1.0,True,False
scenario_00494,pipe-3,1,3,0.6,1,5.0,0.78,1.0,True,False
scenario_00495,pipe-3,1,3,0.6,1,5.0,0.7903,1.0,True,False
scenario_00496,pipe-3,1,3,0.6,1,5.0,0.5318,1.0,True,False
scenario_00497,pipe-3,1,3,0.6,1,5.0,0.7693,1.0,True,False
scenario_00498,pipe-3,1,3,0.6,1,5.0,0.6798,1.0,True,False
scenario_00499,pipe-3,1,3,0.6,1,5.0,0.8193,1.0,True,False
scenario_00500,pipe-3,1,3,0.6,1,5.0,0.6689,1.0,True,False
scenario_00501,pipe-3,1,3,0.6,1,5.0,0.5899,1.0,True,False
scenario_00502,pipe-3,1,3,0.6,1,5.0,0.7773,1.0,True,False
scenario_00503,pipe-3,1,3,0.6,1,5.0,0.8364,1.0,True,False
scenario_00504,pipe-3,1,3,0.6,1,5.0,0.768,1.0,True,False
scenario_00505,pipe-3,1,3,0.6,1,5.0,0.8236,1.0,True,False
scenario_00506,pipe-3,1,3,0.6,1,5.0,0.8513,1.0,True,False
scenario_00507,pipe-3,1,3,0.6,1,5.0,0.81,1.0,True,False
scenario_00508,pipe-3,1,3,0.6,1,5.0,0.8575,1.0,True,False
scenario_00509,pipe-3,1,3,0.6,1,5.0,0.8216,1.0,True,False
scenario_00510,pipe-3,1,3,0.6,1,5.0,0.5342,1.0,True,False
scenario_00511,pipe-3,1,3,0.6,1,5.0,0.8206,1.0,True,False
scenario_00512,pipe-3,1,3,0.6,1,5.0,0.7985,1.0,True,False
scenario_00513,pipe-3,1,3,0.8,1,4.0,0.5341,1.0,True,False
scenario_00514,pipe-3,1,3,0.8,1,5.0,0.7544,1.0,True,False
scenario_00515,pipe-3,1,3,0.8,1,5.0,0.7506,1.0,True,False
scenario_00516,pipe-3,1,3,0.8,1,5.0,0.5411,1.0,True,False
scenario_00517,pipe-3,1,3,0.8,1,4.0,0.6286,1.0,True,False
scenario_00518,pipe-3,1,3,0.8,1,4.0,0.5909,1.0,True,False
scenario_00519,pipe-3,1,3,0.8,1,4.0,0.5939,1.0,True,False
scenario_00521,pipe-3,1,3,0.8,1,4.0,0.5945,1.0,True,False
scenario_00520,pipe-3,1,3,0.8,1,5.0,0.5714,1.0,True,False
scenario_00522,pipe-3,1,3,0.8,1,3.0,0.6776,1.0,True,True
scenario_00523,pipe-3,1,3,0.8,1,4.0,0.6109,1.0,True,False
scenario_00524,pipe-3,1,3,0.8,1,3.0,0.4688,1.0,True,True
scenario_00525,pipe-3,1,3,0.8,1,4.0,0.6214,1.0,True,False
scenario_00526,pipe-3,1,3,0.8,1,5.0,0.5675,1.0,True,False
scenario_00527,pipe-3,1,3,0.8,1,5.0,0.7845,1.0,True,False
scenario_00528,pipe-3,1,3,0.8,1,5.0,0.786,1.0,True,False
scenario_00529,pipe-3,1,3,0.8,1,5.0,0.7403,1.0,True,False
scenario_00530,pipe-3,1,3,0.8,1,5.0,0.7051,1.0,True,False
scenario_00531,pipe-3,1,3,0.8,1,5.0,0.8713,1.0,True,False
scenario_00532,pipe-3,1,3,0.8,1,5.0,0.6113,1.0,True,False
scenario_00533,pipe-3,1,3,0.8,1,5.0,0.8648,1.0,True,False
scenario_00534,pipe-3,1,3,0.8,1,5.0,0.7405,1.0,True,False
scenario_00535,pipe-3,1,3,0.8,1,5.0,0.8506,1.0,True,False
scenario_00536,pipe-3,1,3,0.8,1,5.0,0.7718,1.0,True,False
scenario_00537,pipe-3,1,3,0.8,1,5.0,0.8618,1.0,True,False
scenario_00538,pipe-3,1,3,0.8,1,5.0,0.5378,1.0,True,False
scenario_00539,pipe-3,1,3,0.8,1,5.0,0.8596,1.0,True,False
scenario_00540,pipe-3,1,3,0.8,1,5.0,0.6567,1.0,True,False
scenario_00541,pipe-3,1,3,0.8,1,5.0,0.8237,1.0,True,False
scenario_00542,pipe-3,1,3,0.8,1,5.0,0.6138,1.0,True,False
scenario_00543,pipe-3,1,3,0.8,1,5.0,0.526,1.0,True,False
scenario_00544,pipe-3,1,3,0.8,1,5.0,0.7672,1.0,True,False
scenario_00545,pipe-3,1,3,0.8,1,5.0,0.8327,1.0,True,False
scenario_00546,pipe-3,1,3,0.8,1,5.0,0.7905,1.0,True,False
scenario_00547,pipe-3,1,3,0.8,1,5.0,0.8183,1.0,True,False
scenario_00548,pipe-3,1,3,0.8,1,5.0,0.8668,1.0,True,False
scenario_00549,pipe-3,1,3,0.8,1,5.0,0.8013,1.0,True,False
scenario_00550,pipe-3,1,3,0.8,1,5.0,0.8791,1.0,True,False
scenario_00551,pipe-3,1,3,0.8,1,5.0,0.8132,1.0,True,False
scenario_00552,pipe-3,1,3,0.8,1,5.0,0.5078,1.0,True,False
scenario_00553,pipe-3,1,3,0.8,1,5.0,0.8166,1.0,True,False
scenario_00554,pipe-3,1,3,0.8,1,5.0,0.8299,1.0,True,False
scenario_00555,pipe-4,1,4,0.2,1,4.0,0.5353,1.0,True,True
scenario_00556,pipe-4,1,4,0.2,1,5.0,0.7635,1.0,True,False
scenario_00557,pipe-4,1,4,0.2,1,5.0,0.7647,1.0,True,False
scenario_00558,pipe-4,1,4,0.2,1,5.0,0.5541,1.0,True,False
scenario_00559,pipe-4,1,4,0.2,1,3.0,0.5911,1.0,True,False
scenario_00560,pipe-4,1,4,0.2,1,3.0,0.5915,1.0,True,False
scenario_00561,pipe-4,1,4,0.2,1,3.0,0.5586,1.0,True,False
scenario_00562,pipe-4,1,4,0.2,1,5.0,0.6172,1.0,True,False
scenario_00563,pipe-4,1,4,0.2,1,3.0,0.5535,1.0,True,False
scenario_00564,pipe-4,1,4,0.2,1,3.0,0.7519,1.0,True,False
scenario_00565,pipe-4,1,4,0.2,1,3.0,0.5678,1.0,True,False
scenario_00566,pipe-4,1,4,0.2,1,3.0,0.4851,1.0,True,False
scenario_00567,pipe-4,1,4,0.2,1,3.0,0.5707,1.0,True,False
scenario_00569,pipe-4,1,4,0.2,1,5.0,0.822,1.0,True,False
scenario_00568,pipe-4,1,4,0.2,1,3.0,0.5462,1.0,True,False
scenario_00570,pipe-4,1,4,0.2,1,5.0,0.7893,1.0,True,False
scenario_00571,pipe-4,1,4,0.2,1,5.0,0.7385,1.0,True,False
scenario_00572,pipe-4,1,4,0.2,1,5.0,0.7425,1.0,True,False
scenario_00573,pipe-4,1,4,0.2,1,5.0,0.8697,1.0,True,False
scenario_00574,pipe-4,1,4,0.2,1,5.0,0.6236,1.0,True,False
scenario_00575,pipe-4,1,4,0.2,1,5.0,0.8628,1.0,True,False
scenario_00576,pipe-4,1,4,0.2,1,5.0,0.7742,1.0,True,False
scenario_00577,pipe-4,1,4,0.2,1,5.0,0.8488,1.0,True,False
scenario_00578,pipe-4,1,4,0.2,1,5.0,0.7766,1.0,True,False
scenario_00579,pipe-4,1,4,0.2,1,5.0,0.8576,1.0,True,False
scenario_00581,pipe-4,1,4,0.2,1,5.0,0.8665,1.0,True,False
scenario_00580,pipe-4,1,4,0.2,1,5.0,0.553,1.0,True,False
scenario_00582,pipe-4,1,4,0.2,1,5.0,0.655,1.0,True,False
scenario_00583,pipe-4,1,4,0.2,1,5.0,0.8068,1.0,True,False
scenario_00584,pipe-4,1,4,0.2,1,5.0,0.5525,1.0,True,False
scenario_00585,pipe-4,1,4,0.2,1,5.0,0.4638,1.0,True,False
scenario_00586,pipe-4,1,4,0.2,1,5.0,0.7423,1.0,True,False
scenario_00587,pipe-4,1,4,0.2,1,5.0,0.8123,1.0,True,False
scenario_00588,pipe-4,1,4,0.2,1,5.0,0.8276,1.0,True,False
scenario_00589,pipe-4,1,4,0.2,1,5.0,0.7979,1.0,True,False
scenario_00590,pipe-4,1,4,0.2,1,5.0,0.8751,1.0,True,False
scenario_00591,pipe-4,1,4,0.2,1,5.0,0.77,1.0,True,False
scenario_00593,pipe-4,1,4,0.2,1,5.0,0.7866,1.0,True,False
scenario_00592,pipe-4,1,4,0.2,1,5.0,0.9028,1.0,True,False
scenario_00594,pipe-4,1,4,0.2,1,5.0,0.4659,1.0,True,False
scenario_00595,pipe-4,1,4,0.2,1,5.0,0.7959,1.0,True,False
scenario_00596,pipe-4,1,4,0.2,1,5.0,0.8683,1.0,True,False
scenario_00597,pipe-4,1,4,0.4,1,4.0,0.5344,1.0,True,True
scenario_00598,pipe-4,1,4,0.4,1,5.0,0.7632,1.0,True,False
scenario_00599,pipe-4,1,4,0.4,1,5.0,0.7644,1.0,True,False
scenario_00600,pipe-4,1,4,0.4,1,5.0,0.5533,1.0,True,False
scenario_00601,pipe-4,1,4,0.4,1,3.0,0.5926,1.0,True,False
scenario_00602,pipe-4,1,4,0.4,1,3.0,0.5916,1.0,True,False
scenario_00603,pipe-4,1,4,0.4,1,3.0,0.5581,1.0,True,False
scenario_00605,pipe-4,1,4,0.4,1,3.0,0.5538,1.0,True,False
scenario_00604,pipe-4,1,4,0.4,1,5.0,0.615,1.0,True,False
scenario_00606,pipe-4,1,4,0.4,1,3.0,0.7486,1.0,True,False
scenario_00607,pipe-4,1,4,0.4,1,3.0,0.5683,1.0,True,False
scenario_00608,pipe-4,1,4,0.4,1,3.0,0.4853,1.0,True,False
scenario_00609,pipe-4,1,4,0.4,1,3.0,0.5716,1.0,True,False
scenario_00610,pipe-4,1,4,0.4,1,3.0,0.547,1.0,True,False
scenario_00611,pipe-4,1,4,0.4,1,5.0,0.8228,1.0,True,False
scenario_00612,pipe-4,1,4,0.4,1,5.0,0.7895,1.0,True,False
scenario_00613,pipe-4,1,4,0.4,1,5.0,0.7394,1.0,True,False
scenario_00614,pipe-4,1,4,0.4,1,5.0,0.741,1.0,True,False
scenario_00615,pipe-4,1,4,0.4,1,5.0,0.8713,1.0,True,False
scenario_00616,pipe-4,1,4,0.4,1,5.0,0.6217,1.0,True,False
scenario_00617,pipe-4,1,4,0.4,1,5.0,0.8649,1.0,True,False
scenario_00618,pipe-4,1,4,0.4,1,5.0,0.7723,1.0,True,False
scenario_00619,pipe-4,1,4,0.4,1,5.0,0.8504,1.0,True,False
scenario_00620,pipe-4,1,4,0.4,1,5.0,0.7761,1.0,True,False
scenario_00621,pipe-4,1,4,0.4,1,5.0,0.8591,1.0,True,False
scenario_00623,pipe-4,1,4,0.4,1,5.0,0.8684,1.0,True,False
scenario_00622,pipe-4,1,4,0.4,1,5.0,0.5519,1.0,True,False
scenario_00624,pipe-4,1,4,0.4,1,5.0,0.6541,1.0,True,False
scenario_00625,pipe-4,1,4,0.4,1,5.0,0.8095,1.0,True,False
scenario_00626,pipe-4,1,4,0.4,1,5.0,0.5568,1.0,True,False
scenario_00627,pipe-4,1,4,0.4,1,5.0,0.4681,1.0,True,False
scenario_00628,pipe-4,1,4,0.4,1,5.0,0.7449,1.0,True,False
scenario_00629,pipe-4,1,4,0.4,1,5.0,0.8151,1.0,True,False
scenario_00630,pipe-4,1,4,0.4,1,5.0,0.8249,1.0,True,False
scenario_00631,pipe-4,1,4,0.4,1,5.0,0.801,1.0,True,False
scenario_00632,pipe-4,1,4,0.4,1,5.0,0.8749,1.0,True,False
scenario_00633,pipe-4,1,4,0.4,1,5.0,0.7741,1.0,True,False
scenario_00635,pipe-4,1,4,0.4,1,5.0,0.7903,1.0,True,False
scenario_00634,pipe-4,1,4,0.4,1,5.0,0.9015,1.0,True,False
scenario_00636,pipe-4,1,4,0.4,1,5.0,0.4683,1.0,True,False
scenario_00637,pipe-4,1,4,0.4,1,5.0,0.7991,1.0,True,False
scenario_00638,pipe-4,1,4,0.4,1,5.0,0.8662,1.0,True,False
scenario_00639,pipe-4,1,4,0.6,1,4.0,0.5338,1.0,True,True
scenario_00640,pipe-4,1,4,0.6,1,5.0,0.7633,1.0,True,False
scenario_00641,pipe-4,1,4,0.6,1,5.0,0.7641,1.0,True,False
scenario_00642,pipe-4,1,4,0.6,1,5.0,0.5524,1.0,True,False
scenario_00643,pipe-4,1,4,0.6,1,3.0,0.594,1.0,True,False
scenario_00644,pipe-4,1,4,0.6,1,3.0,0.592,1.0,True,False
scenario_00645,pipe-4,1,4,0.6,1,3.0,0.5581,1.0,True,False
scenario_00646,pipe-4,1,4,0.6,1,5.0,0.6133,1.0,True,False
scenario_00647,pipe-4,1,4,0.6,1,3.0,0.5539,1.0,True,False
scenario_00648,pipe-4,1,4,0.6,1,3.0,0.7463,1.0,True,False
scenario_00649,pipe-4,1,4,0.6,1,3.0,0.569,1.0,True,False
scenario_00650,pipe-4,1,4,0.6,1,3.0,0.4855,1.0,True,False
scenario_00651,pipe-4,1,4,0.6,1,3.0,0.5721,1.0,True,False
scenario_00652,pipe-4,1,4,0.6,1,3.0,0.5473,1.0,True,False
scenario_00653,pipe-4,1,4,0.6,1,5.0,0.8238,1.0,True,False
scenario_00654,pipe-4,1,4,0.6,1,5.0,0.7895,1.0,True,False
scenario_00655,pipe-4,1,4,0.6,1,5.0,0.74,1.0,True,False
scenario_00656,pipe-4,1,4,0.6,1,5.0,0.739,1.0,True,False
scenario_00657,pipe-4,1,4,0.6,1,5.0,0.873,1.0,True,False
scenario_00658,pipe-4,1,4,0.6,1,5.0,0.62,1.0,True,False
scenario_00659,pipe-4,1,4,0.6,1,5.0,0.867,1.0,True,False
scenario_00660,pipe-4,1,4,0.6,1,5.0,0.7703,1.0,True,False
scenario_00661,pipe-4,1,4,0.6,1,5.0,0.852,1.0,True,False
scenario_00662,pipe-4,1,4,0.6,1,5.0,0.7757,1.0,True,False
scenario_00663,pipe-4,1,4,0.6,1,5.0,0.8606,1.0,True,False
scenario_00664,pipe-4,1,4,0.6,1,5.0,0.5505,1.0,True,False
scenario_00665,pipe-4,1,4,0.6,1,5.0,0.8703,1.0,True,False
scenario_00666,pipe-4,1,4,0.6,1,5.0,0.6538,1.0,True,False
scenario_00667,pipe-4,1,4,0.6,1,5.0,0.8121,1.0,True,False
scenario_00668,pipe-4,1,4,0.6,1,5.0,0.5615,1.0,True,False
scenario_00669,pipe-4,1,4,0.6,1,5.0,0.4724,1.0,True,False
scenario_00670,pipe-4,1,4,0.6,1,5.0,0.7475,1.0,True,False
scenario_00671,pipe-4,1,4,0.6,1,5.0,0.8176,1.0,True,False
scenario_00672,pipe-4,1,4,0.6,1,5.0,0.8221,1.0,True,False
scenario_00673,pipe-4,1,4,0.6,1,5.0,0.8039,1.0,True,False
scenario_00674,pipe-4,1,4,0.6,1,5.0,0.8746,1.0,True,False
scenario_00675,pipe-4,1,4,0.6,1,5.0,0.778,1.0,True,False
scenario_00676,pipe-4,1,4,0.6,1,5.0,0.9,1.0,True,False
scenario_00677,pipe-4,1,4,0.6,1,5.0,0.7937,1.0,True,False
scenario_00678,pipe-4,1,4,0.6,1,5.0,0.4712,1.0,True,False
scenario_00679,pipe-4,1,4,0.6,1,5.0,0.8019,1.0,True,False
scenario_00680,pipe-4,1,4,0.6,1,5.0,0.864,1.0,True,False
scenario_00681,pipe-4,1,4,0.8,1,4.0,0.5333,1.0,True,True
scenario_00682,pipe-4,1,4,0.8,1,5.0,0.7632,1.0,True,False
scenario_00683,pipe-4,1,4,0.8,1,5.0,0.7631,1.0,True,False
scenario_00684,pipe-4,1,4,0.8,1,5.0,0.5515,1.0,True,False
scenario_00685,pipe-4,1,4,0.8,1,3.0,0.5953,1.0,True,False
scenario_00686,pipe-4,1,4,0.8,1,3.0,0.5921,1.0,True,False
scenario_00687,pipe-4,1,4,0.8,1,3.0,0.5581,1.0,True,False
scenario_00688,pipe-4,1,4,0.8,1,5.0,0.6112,1.0,True,False
scenario_00689,pipe-4,1,4,0.8,1,3.0,0.5542,1.0,True,False
scenario_00690,pipe-4,1,4,0.8,1,3.0,0.7443,1.0,True,False
scenario_00691,pipe-4,1,4,0.8,1,3.0,0.5699,1.0,True,False
scenario_00692,pipe-4,1,4,0.8,1,3.0,0.4857,1.0,True,False
scenario_00693,pipe-4,1,4,0.8,1,3.0,0.5732,1.0,True,False
scenario_00694,pipe-4,1,4,0.8,1,3.0,0.5479,1.0,True,False
scenario_00695,pipe-4,1,4,0.8,1,5.0,0.8245,1.0,True,False
scenario_00696,pipe-4,1,4,0.8,1,5.0,0.7895,1.0,True,False
scenario_00697,pipe-4,1,4,0.8,1,5.0,0.7407,1.0,True,False
scenario_00698,pipe-4,1,4,0.8,1,5.0,0.7379,1.0,True,False
scenario_00699,pipe-4,1,4,0.8,1,5.0,0.8747,1.0,True,False
scenario_00700,pipe-4,1,4,0.8,1,5.0,0.6184,1.0,True,False
